response_scenario,case,language,profile,request_index,stage,o200k_input_content,estimated_overhead,o200k_input,o200k_output,cl100k_input,cl100k_output
length_stress_60,2,en,long,3,patient,855,27,882,62,975,63
length_stress_60,2,en,long,4,patient,922,35,957,62,1051,63
length_stress_60,2,en,long,5,patient,991,43,1034,61,1129,61
length_stress_60,2,en,long,6,patient,1059,51,1110,64,1205,64
length_stress_60,2,en,long,7,patient,1128,59,1187,60,1282,60
length_stress_60,2,en,long,8,patient,1119,59,1178,64,1272,64
length_stress_60,2,en,long,9,patient,1122,59,1181,60,1275,59
length_stress_60,2,en,long,10,patient,1121,59,1180,60,1272,59
length_stress_60,2,en,long,11,patient,1119,59,1178,60,1268,60
length_stress_60,2,en,long,12,patient,1115,59,1174,64,1264,64
length_stress_60,2,en,long,13,patient,1116,59,1175,60,1265,60
length_stress_60,2,en,long,14,patient,1116,59,1175,60,1265,60
length_stress_60,2,en,long,15,patient,1110,59,1169,63,1259,64
length_stress_60,2,en,long,16,patient,1114,59,1173,63,1265,64
length_stress_60,2,en,long,17,patient,1116,59,1175,64,1269,64
length_stress_60,2,en,long,18,patient,1120,59,1179,60,1273,60
length_stress_60,2,en,long,19,patient,1116,59,1175,64,1269,64
length_stress_60,2,en,long,20,patient,1118,59,1177,63,1271,64
length_stress_60,2,en,long,21,patient,1121,59,1180,62,1275,63
length_stress_60,2,en,long,22,patient,1121,59,1180,62,1275,63
length_stress_60,2,en,long,23,patient,1120,59,1179,63,1274,64
length_stress_60,2,en,long,24,patient,1121,59,1180,60,1276,59
length_stress_60,2,en,long,25,patient,1123,59,1182,63,1277,64
length_stress_60,2,en,long,26,patient,1123,59,1182,60,1278,60
length_stress_60,2,en,long,27,patient,1119,59,1178,64,1273,64
length_stress_60,2,en,long,28,patient,1121,59,1180,64,1274,64
length_stress_60,2,en,long,29,patient,1121,59,1180,60,1273,60
length_stress_60,2,en,long,30,patient,1118,59,1177,63,1269,64
length_stress_60,2,en,long,31,patient,1121,59,1180,60,1274,59
length_stress_60,2,en,long,32,patient,1118,59,1177,60,1269,59
length_stress_60,2,en,long,33,patient,1120,59,1179,63,1270,64
length_stress_60,2,en,long,34,patient,1122,59,1181,61,1273,61
length_stress_60,2,en,long,35,patient,1123,59,1182,63,1274,64
length_stress_60,2,en,long,36,patient,1128,59,1187,62,1280,63
length_stress_60,2,en,long,37,patient,1129,59,1188,64,1281,64
length_stress_60,2,en,long,38,patient,1133,59,1192,60,1286,59
length_stress_60,2,en,long,39,patient,1134,59,1193,63,1287,64
length_stress_60,2,en,long,40,patient,1132,59,1191,60,1285,60
length_stress_60,2,en,long,41,exam,745,59,804,33,809,34
length_stress_60,2,en,long,42,exam,731,59,790,27,795,28
length_stress_60,2,en,long,43,exam,673,59,732,18,737,20
length_stress_60,2,en,long,44,exam,643,59,702,25,709,26
length_stress_60,2,en,long,45,exam,866,43,909,14,1002,15
length_stress_60,2,en,long,46,unrecorded_lab,60,11,71,13,71,13
length_stress_60,2,en,long,47,unrecorded_lab,59,11,70,13,71,13
length_stress_60,2,en,long,48,unrecorded_lab,60,11,71,13,71,13
length_stress_60,2,en,long,49,unrecorded_lab,60,11,71,13,71,13
length_stress_60,2,en,long,50,scoring,4630,11,4641,204,4799,203
length_stress_60,2,en,long,51,lesson,4212,11,4223,767,4236,777
length_stress_60,3,fa,short,1,patient,1037,11,1048,62,2085,165
length_stress_60,3,fa,short,2,patient,1105,19,1124,67,2276,181
length_stress_60,3,fa,short,3,patient,1177,27,1204,61,2476,165
length_stress_60,3,fa,short,4,patient,1244,35,1279,69,2658,185
length_stress_60,3,fa,short,5,patient,1321,43,1364,68,2868,179
length_stress_60,3,fa,short,6,patient,1396,51,1447,68,3073,179
length_stress_60,3,fa,short,7,patient,1468,59,1527,61,3269,160
length_stress_60,3,fa,short,8,patient,1456,59,1515,62,3235,172
length_stress_60,3,fa,short,9,patient,1452,59,1511,62,3225,172
length_stress_60,3,fa,short,10,patient,1455,59,1514,62,3236,172
length_stress_60,3,fa,short,11,exam,909,59,968,38,2159,46
length_stress_60,3,fa,short,12,exam,911,59,970,45,2079,89
length_stress_60,3,fa,short,13,scoring,2374,11,2385,314,4034,566
length_stress_60,3,fa,short,14,lesson,2299,11,2310,1472,4425,2846
length_stress_60,3,fa,standard,1,patient,1037,11,1048,62,2085,165
length_stress_60,3,fa,standard,2,patient,1105,19,1124,67,2276,181
length_stress_60,3,fa,standard,3,patient,1177,27,1204,61,2476,165
length_stress_60,3,fa,standard,4,patient,1244,35,1279,69,2658,185
length_stress_60,3,fa,standard,5,patient,1321,43,1364,68,2868,179
length_stress_60,3,fa,standard,6,patient,1396,51,1447,68,3073,179
length_stress_60,3,fa,standard,7,patient,1468,59,1527,61,3269,160
length_stress_60,3,fa,standard,8,patient,1456,59,1515,62,3235,172
length_stress_60,3,fa,standard,9,patient,1452,59,1511,62,3225,172
length_stress_60,3,fa,standard,10,patient,1455,59,1514,62,3236,172
length_stress_60,3,fa,standard,11,patient,1450,59,1509,68,3239,179
length_stress_60,3,fa,standard,12,patient,1449,59,1508,68,3234,179
length_stress_60,3,fa,standard,13,patient,1448,59,1507,61,3228,160
length_stress_60,3,fa,standard,14,patient,1449,59,1508,61,3231,160
length_stress_60,3,fa,standard,15,patient,1450,59,1509,60,3220,151
length_stress_60,3,fa,standard,16,patient,1448,59,1507,60,3196,151
length_stress_60,3,fa,standard,17,patient,1447,59,1506,68,3179,179
length_stress_60,3,fa,standard,18,patient,1446,59,1505,61,3170,160
length_stress_60,3,fa,standard,19,patient,1437,59,1496,68,3154,179
length_stress_60,3,fa,standard,20,patient,1450,59,1509,60,3190,151
length_stress_60,3,fa,standard,21,exam,911,59,970,38,2114,46
length_stress_60,3,fa,standard,22,exam,919,59,978,45,2060,89
length_stress_60,3,fa,standard,23,exam,868,59,927,26,1930,53
length_stress_60,3,fa,standard,24,unrecorded_lab,92,11,103,24,219,55
length_stress_60,3,fa,standard,25,unrecorded_lab,91,11,102,24,219,55
length_stress_60,3,fa,standard,26,scoring,3224,11,3235,314,6029,566
length_stress_60,3,fa,standard,27,lesson,3124,11,3135,1472,6404,2846
length_stress_60,3,fa,long,1,patient,1037,11,1048,62,2085,165
length_stress_60,3,fa,long,2,patient,1105,19,1124,67,2276,181
length_stress_60,3,fa,long,3,patient,1177,27,1204,61,2476,165
length_stress_60,3,fa,long,4,patient,1244,35,1279,69,2658,185
length_stress_60,3,fa,long,5,patient,1321,43,1364,68,2868,179
length_stress_60,3,fa,long,6,patient,1396,51,1447,68,3073,179
length_stress_60,3,fa,long,7,patient,1468,59,1527,61,3269,160
length_stress_60,3,fa,long,8,patient,1456,59,1515,62,3235,172
length_stress_60,3,fa,long,9,patient,1452,59,1511,62,3225,172
length_stress_60,3,fa,long,10,patient,1455,59,1514,62,3236,172
length_stress_60,3,fa,long,11,patient,1450,59,1509,68,3239,179
length_stress_60,3,fa,long,12,patient,1449,59,1508,68,3234,179
length_stress_60,3,fa,long,13,patient,1448,59,1507,61,3228,160
length_stress_60,3,fa,long,14,patient,1449,59,1508,61,3231,160
length_stress_60,3,fa,long,15,patient,1450,59,1509,60,3220,151
length_stress_60,3,fa,long,16,patient,1448,59,1507,60,3196,151
length_stress_60,3,fa,long,17,patient,1447,59,1506,68,3179,179
length_stress_60,3,fa,long,18,patient,1446,59,1505,61,3170,160
length_stress_60,3,fa,long,19,patient,1437,59,1496,68,3154,179
length_stress_60,3,fa,long,20,patient,1450,59,1509,60,3190,151
length_stress_60,3,fa,long,21,patient,1451,59,1510,60,3184,151
length_stress_60,3,fa,long,22,patient,1450,59,1509,60,3186,151
length_stress_60,3,fa,long,23,patient,1451,59,1510,68,3189,179
length_stress_60,3,fa,long,24,patient,1453,59,1512,62,3196,172
length_stress_60,3,fa,long,25,patient,1456,59,1515,60,3213,151
length_stress_60,3,fa,long,26,patient,1452,59,1511,68,3193,179
length_stress_60,3,fa,long,27,patient,1453,59,1512,68,3205,179
length_stress_60,3,fa,long,28,patient,1461,59,1520,68,3233,179
length_stress_60,3,fa,long,29,patient,1466,59,1525,60,3255,151
length_stress_60,3,fa,long,30,patient,1457,59,1516,60,3224,151
length_stress_60,3,fa,long,31,patient,1455,59,1514,61,3200,160
length_stress_60,3,fa,long,32,patient,1458,59,1517,62,3211,172
length_stress_60,3,fa,long,33,patient,1454,59,1513,60,3201,151
length_stress_60,3,fa,long,34,patient,1450,59,1509,68,3177,179
length_stress_60,3,fa,long,35,patient,1451,59,1510,60,3182,151
length_stress_60,3,fa,long,36,patient,1457,59,1516,60,3194,151
length_stress_60,3,fa,long,37,patient,1464,59,1523,62,3209,172
length_stress_60,3,fa,long,38,patient,1471,59,1530,62,3227,172
length_stress_60,3,fa,long,39,patient,1473,59,1532,60,3231,151
length_stress_60,3,fa,long,40,patient,1471,59,1530,67,3227,179
length_stress_60,3,fa,long,41,exam,928,59,987,38,2155,46
length_stress_60,3,fa,long,42,exam,938,59,997,45,2100,89
length_stress_60,3,fa,long,43,exam,882,59,941,26,1957,53
length_stress_60,3,fa,long,44,exam,866,59,925,37,1875,80
length_stress_60,3,fa,long,45,exam,1200,43,1243,20,2508,39
length_stress_60,3,fa,long,46,unrecorded_lab,92,11,103,24,219,55
length_stress_60,3,fa,long,47,unrecorded_lab,91,11,102,24,219,55
length_stress_60,3,fa,long,48,unrecorded_lab,92,11,103,24,219,55
length_stress_60,3,fa,long,49,unrecorded_lab,92,11,103,24,219,55
length_stress_60,3,fa,long,50,scoring,4938,11,4949,314,10078,566
length_stress_60,3,fa,long,51,lesson,4782,11,4793,1472,10419,2846
length_stress_60,3,en,short,1,patient,637,11,648,63,710,64
length_stress_60,3,en,short,2,patient,706,19,725,62,788,62
length_stress_60,3,en,short,3,patient,773,27,800,65,863,65
length_stress_60,3,en,short,4,patient,843,35,878,60,941,60
length_stress_60,3,en,short,5,patient,910,43,953,64,1016,64
length_stress_60,3,en,short,6,patient,981,51,1032,64,1095,64
length_stress_60,3,en,short,7,patient,1050,59,1109,63,1172,63
length_stress_60,3,en,short,8,patient,1044,59,1103,64,1165,64
length_stress_60,3,en,short,9,patient,1045,59,1104,64,1166,64
length_stress_60,3,en,short,10,patient,1045,59,1104,64,1166,64
length_stress_60,3,en,short,11,exam,753,59,812,33,814,34
length_stress_60,3,en,short,12,exam,740,59,799,30,802,31
length_stress_60,3,en,short,13,scoring,2233,11,2244,248,2407,247
length_stress_60,3,en,short,14,lesson,1909,11,1920,922,1927,929
length_stress_60,3,en,standard,1,patient,637,11,648,63,710,64
length_stress_60,3,en,standard,2,patient,706,19,725,62,788,62
length_stress_60,3,en,standard,3,patient,773,27,800,65,863,65
length_stress_60,3,en,standard,4,patient,843,35,878,60,941,60
length_stress_60,3,en,standard,5,patient,910,43,953,64,1016,64
length_stress_60,3,en,standard,6,patient,981,51,1032,64,1095,64
length_stress_60,3,en,standard,7,patient,1050,59,1109,63,1172,63
length_stress_60,3,en,standard,8,patient,1044,59,1103,64,1165,64
length_stress_60,3,en,standard,9,patient,1045,59,1104,64,1166,64
length_stress_60,3,en,standard,10,patient,1045,59,1104,64,1166,64
length_stress_60,3,en,standard,11,patient,1049,59,1108,64,1170,64
length_stress_60,3,en,standard,12,patient,1046,59,1105,64,1167,64
length_stress_60,3,en,standard,13,patient,1047,59,1106,63,1168,63
length_stress_60,3,en,standard,14,patient,1047,59,1106,63,1168,63
length_stress_60,3,en,standard,15,patient,1044,59,1103,63,1165,64
length_stress_60,3,en,standard,16,patient,1044,59,1103,63,1166,64
length_stress_60,3,en,standard,17,patient,1042,59,1101,64,1165,64
length_stress_60,3,en,standard,18,patient,1042,59,1101,63,1165,63
length_stress_60,3,en,standard,19,patient,1041,59,1100,64,1164,64
length_stress_60,3,en,standard,20,patient,1040,59,1099,63,1163,64
length_stress_60,3,en,standard,21,exam,744,59,803,33,808,34
length_stress_60,3,en,standard,22,exam,733,59,792,30,797,31
length_stress_60,3,en,standard,23,exam,678,59,737,13,742,14
length_stress_60,3,en,standard,24,unrecorded_lab,60,11,71,13,71,13
length_stress_60,3,en,standard,25,unrecorded_lab,59,11,70,13,71,13
length_stress_60,3,en,standard,26,scoring,3039,11,3050,248,3216,247
length_stress_60,3,en,standard,27,lesson,2700,11,2711,922,2720,929
length_stress_60,3,en,long,1,patient,637,11,648,63,710,64
length_stress_60,3,en,long,2,patient,706,19,725,62,788,62
length_stress_60,3,en,long,3,patient,773,27,800,65,863,65
length_stress_60,3,en,long,4,patient,843,35,878,60,941,60
length_stress_60,3,en,long,5,patient,910,43,953,64,1016,64
length_stress_60,3,en,long,6,patient,981,51,1032,64,1095,64
length_stress_60,3,en,long,7,patient,1050,59,1109,63,1172,63
length_stress_60,3,en,long,8,patient,1044,59,1103,64,1165,64
length_stress_60,3,en,long,9,patient,1045,59,1104,64,1166,64
length_stress_60,3,en,long,10,patient,1045,59,1104,64,1166,64
length_stress_60,3,en,long,11,patient,1049,59,1108,64,1170,64
length_stress_60,3,en,long,12,patient,1046,59,1105,64,1167,64
length_stress_60,3,en,long,13,patient,1047,59,1106,63,1168,63
length_stress_60,3,en,long,14,patient,1047,59,1106,63,1168,63
length_stress_60,3,en,long,15,patient,1044,59,1103,63,1165,64
length_stress_60,3,en,long,16,patient,1044,59,1103,63,1166,64
length_stress_60,3,en,long,17,patient,1042,59,1101,64,1165,64
length_stress_60,3,en,long,18,patient,1042,59,1101,63,1165,63
length_stress_60,3,en,long,19,patient,1041,59,1100,64,1164,64
length_stress_60,3,en,long,20,patient,1040,59,1099,63,1163,64
length_stress_60,3,en,long,21,patient,1040,59,1099,65,1164,65
length_stress_60,3,en,long,22,patient,1043,59,1102,65,1166,65
length_stress_60,3,en,long,23,patient,1045,59,1104,63,1167,64
length_stress_60,3,en,long,24,patient,1046,59,1105,64,1169,64
length_stress_60,3,en,long,25,patient,1049,59,1108,63,1172,64
length_stress_60,3,en,long,26,patient,1049,59,1108,64,1173,64
length_stress_60,3,en,long,27,patient,1049,59,1108,64,1172,64
length_stress_60,3,en,long,28,patient,1048,59,1107,64,1171,64
length_stress_60,3,en,long,29,patient,1045,59,1104,63,1168,63
length_stress_60,3,en,long,30,patient,1045,59,1104,63,1167,64
length_stress_60,3,en,long,31,patient,1044,59,1103,64,1167,64
length_stress_60,3,en,long,32,patient,1045,59,1104,64,1167,64
length_stress_60,3,en,long,33,patient,1047,59,1106,63,1169,64
length_stress_60,3,en,long,34,patient,1049,59,1108,64,1172,64
length_stress_60,3,en,long,35,patient,1053,59,1112,63,1176,64
length_stress_60,3,en,long,36,patient,1055,59,1114,65,1179,65
length_stress_60,3,en,long,37,patient,1059,59,1118,64,1182,64
length_stress_60,3,en,long,38,patient,1059,59,1118,64,1182,64
length_stress_60,3,en,long,39,patient,1060,59,1119,63,1183,64
length_stress_60,3,en,long,40,patient,1058,59,1117,60,1181,60
length_stress_60,3,en,long,41,exam,755,59,814,33,818,34
length_stress_60,3,en,long,42,exam,741,59,800,30,804,31
length_stress_60,3,en,long,43,exam,683,59,742,13,747,14
length_stress_60,3,en,long,44,exam,648,59,707,25,713,26
length_stress_60,3,en,long,45,exam,782,43,825,14,888,15
length_stress_60,3,en,long,46,unrecorded_lab,60,11,71,13,71,13
length_stress_60,3,en,long,47,unrecorded_lab,59,11,70,13,71,13
length_stress_60,3,en,long,48,unrecorded_lab,60,11,71,13,71,13
length_stress_60,3,en,long,49,unrecorded_lab,60,11,71,13,71,13
length_stress_60,3,en,long,50,scoring,4689,11,4700,248,4873,247
length_stress_60,3,en,long,51,lesson,4313,11,4324,922,4342,929
length_stress_120,1,fa,short,1,patient,1218,11,1229,122,2317,333
length_stress_120,1,fa,short,2,patient,1346,19,1365,129,2676,351
length_stress_120,1,fa,short,3,patient,1480,27,1507,121,3046,337
length_stress_120,1,fa,short,4,patient,1607,35,1642,121,3400,337
length_stress_120,1,fa,short,5,patient,1736,43,1779,124,3762,332
length_stress_120,1,fa,short,6,patient,1867,51,1918,124,4120,332
length_stress_120,1,fa,short,7,patient,1995,59,2054,128,4469,352
length_stress_120,1,fa,short,8,patient,1990,59,2049,120,4459,328
length_stress_120,1,fa,short,9,patient,1982,59,2041,129,4435,349
length_stress_120,1,fa,short,10,patient,1992,59,2051,129,4451,349
length_stress_120,1,fa,short,11,exam,1292,59,1351,38,3191,46
length_stress_120,1,fa,short,12,exam,1238,59,1297,42,2958,82
length_stress_120,1,fa,short,13,scoring,3313,11,3324,314,6134,566
length_stress_120,1,fa,short,14,lesson,3039,11,3050,1546,6264,3007
length_stress_120,1,fa,standard,1,patient,1218,11,1229,122,2317,333
length_stress_120,1,fa,standard,2,patient,1346,19,1365,129,2676,351
length_stress_120,1,fa,standard,3,patient,1480,27,1507,121,3046,337
length_stress_120,1,fa,standard,4,patient,1607,35,1642,121,3400,337
length_stress_120,1,fa,standard,5,patient,1736,43,1779,124,3762,332
length_stress_120,1,fa,standard,6,patient,1867,51,1918,124,4120,332
length_stress_120,1,fa,standard,7,patient,1995,59,2054,128,4469,352
length_stress_120,1,fa,standard,8,patient,1990,59,2049,120,4459,328
length_stress_120,1,fa,standard,9,patient,1982,59,2041,129,4435,349
length_stress_120,1,fa,standard,10,patient,1992,59,2051,129,4451,349
length_stress_120,1,fa,standard,11,patient,2002,59,2061,123,4479,334
length_stress_120,1,fa,standard,12,patient,2000,59,2059,128,4476,347
length_stress_120,1,fa,standard,13,patient,2003,59,2062,128,4485,352
length_stress_120,1,fa,standard,14,patient,2004,59,2063,128,4488,352
length_stress_120,1,fa,standard,15,patient,2014,59,2073,120,4513,319
length_stress_120,1,fa,standard,16,patient,2005,59,2064,120,4480,319
length_stress_120,1,fa,standard,17,patient,1997,59,2056,128,4454,347
length_stress_120,1,fa,standard,18,patient,2001,59,2060,128,4458,352
length_stress_120,1,fa,standard,19,patient,1999,59,2058,128,4466,347
length_stress_120,1,fa,standard,20,patient,2005,59,2064,120,4478,319
length_stress_120,1,fa,standard,21,exam,1290,59,1349,38,3170,46
length_stress_120,1,fa,standard,22,exam,1238,59,1297,42,2948,82
length_stress_120,1,fa,standard,23,exam,1124,59,1183,26,2643,53
length_stress_120,1,fa,standard,24,unrecorded_lab,92,11,103,24,219,55
length_stress_120,1,fa,standard,25,unrecorded_lab,91,11,102,24,219,55
length_stress_120,1,fa,standard,26,scoring,4776,11,4787,314,9868,566
length_stress_120,1,fa,standard,27,lesson,4477,11,4488,1546,9982,3007
length_stress_120,1,fa,long,1,patient,1218,11,1229,122,2317,333
length_stress_120,1,fa,long,2,patient,1346,19,1365,129,2676,351
length_stress_120,1,fa,long,3,patient,1480,27,1507,121,3046,337
length_stress_120,1,fa,long,4,patient,1607,35,1642,121,3400,337
length_stress_120,1,fa,long,5,patient,1736,43,1779,124,3762,332
length_stress_120,1,fa,long,6,patient,1867,51,1918,124,4120,332
length_stress_120,1,fa,long,7,patient,1995,59,2054,128,4469,352
length_stress_120,1,fa,long,8,patient,1990,59,2049,120,4459,328
length_stress_120,1,fa,long,9,patient,1982,59,2041,129,4435,349
length_stress_120,1,fa,long,10,patient,1992,59,2051,129,4451,349
length_stress_120,1,fa,long,11,patient,2002,59,2061,123,4479,334
length_stress_120,1,fa,long,12,patient,2000,59,2059,128,4476,347
length_stress_120,1,fa,long,13,patient,2003,59,2062,128,4485,352
length_stress_120,1,fa,long,14,patient,2004,59,2063,128,4488,352
length_stress_120,1,fa,long,15,patient,2014,59,2073,120,4513,319
length_stress_120,1,fa,long,16,patient,2005,59,2064,120,4480,319
length_stress_120,1,fa,long,17,patient,1997,59,2056,128,4454,347
length_stress_120,1,fa,long,18,patient,2001,59,2060,128,4458,352
length_stress_120,1,fa,long,19,patient,1999,59,2058,128,4466,347
length_stress_120,1,fa,long,20,patient,2005,59,2064,120,4478,319
length_stress_120,1,fa,long,21,patient,1999,59,2058,120,4448,319
length_stress_120,1,fa,long,22,patient,1998,59,2057,120,4450,319
length_stress_120,1,fa,long,23,patient,1999,59,2058,124,4453,332
length_stress_120,1,fa,long,24,patient,1997,59,2056,129,4445,349
length_stress_120,1,fa,long,25,patient,2000,59,2059,120,4447,319
length_stress_120,1,fa,long,26,patient,1996,59,2055,123,4427,334
length_stress_120,1,fa,long,27,patient,1992,59,2051,128,4426,347
length_stress_120,1,fa,long,28,patient,2000,59,2059,128,4454,347
length_stress_120,1,fa,long,29,patient,2005,59,2064,120,4476,319
length_stress_120,1,fa,long,30,patient,2000,59,2059,120,4460,319
length_stress_120,1,fa,long,31,patient,1991,59,2050,128,4427,352
length_stress_120,1,fa,long,32,patient,2001,59,2060,129,4462,349
length_stress_120,1,fa,long,33,patient,2009,59,2068,120,4474,319
length_stress_120,1,fa,long,34,patient,2005,59,2064,124,4450,332
length_stress_120,1,fa,long,35,patient,2002,59,2061,120,4440,319
length_stress_120,1,fa,long,36,patient,2008,59,2067,120,4452,319
length_stress_120,1,fa,long,37,patient,2015,59,2074,120,4467,328
length_stress_120,1,fa,long,38,patient,2013,59,2072,129,4449,349
length_stress_120,1,fa,long,39,patient,2015,59,2074,120,4453,319
length_stress_120,1,fa,long,40,patient,2013,59,2072,127,4449,347
length_stress_120,1,fa,long,41,exam,1305,59,1364,38,3184,46
length_stress_120,1,fa,long,42,exam,1255,59,1314,42,2961,82
length_stress_120,1,fa,long,43,exam,1136,59,1195,26,2643,53
length_stress_120,1,fa,long,44,exam,1062,59,1121,37,2405,81
length_stress_120,1,fa,long,45,exam,1501,43,1544,20,3076,39
length_stress_120,1,fa,long,46,unrecorded_lab,92,11,103,24,219,55
length_stress_120,1,fa,long,47,unrecorded_lab,91,11,102,24,219,55
length_stress_120,1,fa,long,48,unrecorded_lab,92,11,103,24,219,55
length_stress_120,1,fa,long,49,unrecorded_lab,92,11,103,24,219,55
length_stress_120,1,fa,long,50,scoring,7703,11,7714,314,17274,566
length_stress_120,1,fa,long,51,lesson,7348,11,7359,1546,17354,3007
length_stress_120,1,en,short,1,patient,818,11,829,126,942,127
length_stress_120,1,en,short,2,patient,950,19,969,123,1083,123
length_stress_120,1,en,short,3,patient,1078,27,1105,121,1219,122
length_stress_120,1,en,short,4,patient,1204,35,1239,121,1354,122
length_stress_120,1,en,short,5,patient,1332,43,1375,126,1491,126
length_stress_120,1,en,short,6,patient,1465,51,1516,121,1632,121
length_stress_120,1,en,short,7,patient,1591,59,1650,123,1766,123
length_stress_120,1,en,short,8,patient,1582,59,1641,126,1756,128
length_stress_120,1,en,short,9,patient,1584,59,1643,124,1760,126
length_stress_120,1,en,short,10,patient,1588,59,1647,124,1765,126
length_stress_120,1,en,short,11,exam,1118,59,1177,33,1184,34
length_stress_120,1,en,short,12,exam,1043,59,1102,26,1110,27
length_stress_120,1,en,short,13,scoring,3099,11,3110,248,3292,247
length_stress_120,1,en,short,14,lesson,2604,11,2615,961,2624,970
length_stress_120,1,en,standard,1,patient,818,11,829,126,942,127
length_stress_120,1,en,standard,2,patient,950,19,969,123,1083,123
length_stress_120,1,en,standard,3,patient,1078,27,1105,121,1219,122
length_stress_120,1,en,standard,4,patient,1204,35,1239,121,1354,122
length_stress_120,1,en,standard,5,patient,1332,43,1375,126,1491,126
length_stress_120,1,en,standard,6,patient,1465,51,1516,121,1632,121
length_stress_120,1,en,standard,7,patient,1591,59,1650,123,1766,123
length_stress_120,1,en,standard,8,patient,1582,59,1641,126,1756,128
length_stress_120,1,en,standard,9,patient,1584,59,1643,124,1760,126
length_stress_120,1,en,standard,10,patient,1588,59,1647,124,1765,126
length_stress_120,1,en,standard,11,patient,1591,59,1650,126,1769,126
length_stress_120,1,en,standard,12,patient,1588,59,1647,120,1766,120
length_stress_120,1,en,standard,13,patient,1588,59,1647,123,1766,123
length_stress_120,1,en,standard,14,patient,1588,59,1647,123,1766,123
length_stress_120,1,en,standard,15,patient,1583,59,1642,126,1759,127
length_stress_120,1,en,standard,16,patient,1586,59,1645,126,1761,127
length_stress_120,1,en,standard,17,patient,1587,59,1646,120,1761,120
length_stress_120,1,en,standard,18,patient,1581,59,1640,123,1755,123
length_stress_120,1,en,standard,19,patient,1584,59,1643,120,1758,120
length_stress_120,1,en,standard,20,patient,1579,59,1638,126,1753,127
length_stress_120,1,en,standard,21,exam,1109,59,1168,33,1172,34
length_stress_120,1,en,standard,22,exam,1035,59,1094,26,1098,27
length_stress_120,1,en,standard,23,exam,913,59,972,13,976,14
length_stress_120,1,en,standard,24,unrecorded_lab,60,11,71,13,71,13
length_stress_120,1,en,standard,25,unrecorded_lab,59,11,70,13,71,13
length_stress_120,1,en,standard,26,scoring,4504,11,4515,248,4700,247
length_stress_120,1,en,standard,27,lesson,3994,11,4005,961,4016,970
length_stress_120,1,en,long,1,patient,818,11,829,126,942,127
length_stress_120,1,en,long,2,patient,950,19,969,123,1083,123
length_stress_120,1,en,long,3,patient,1078,27,1105,121,1219,122
length_stress_120,1,en,long,4,patient,1204,35,1239,121,1354,122
length_stress_120,1,en,long,5,patient,1332,43,1375,126,1491,126
length_stress_120,1,en,long,6,patient,1465,51,1516,121,1632,121
length_stress_120,1,en,long,7,patient,1591,59,1650,123,1766,123
length_stress_120,1,en,long,8,patient,1582,59,1641,126,1756,128
length_stress_120,1,en,long,9,patient,1584,59,1643,124,1760,126
length_stress_120,1,en,long,10,patient,1588,59,1647,124,1765,126
length_stress_120,1,en,long,11,patient,1591,59,1650,126,1769,126
length_stress_120,1,en,long,12,patient,1588,59,1647,120,1766,120
length_stress_120,1,en,long,13,patient,1588,59,1647,123,1766,123
length_stress_120,1,en,long,14,patient,1588,59,1647,123,1766,123
length_stress_120,1,en,long,15,patient,1583,59,1642,126,1759,127
length_stress_120,1,en,long,16,patient,1586,59,1645,126,1761,127
length_stress_120,1,en,long,17,patient,1587,59,1646,120,1761,120
length_stress_120,1,en,long,18,patient,1581,59,1640,123,1755,123
length_stress_120,1,en,long,19,patient,1584,59,1643,120,1758,120
length_stress_120,1,en,long,20,patient,1579,59,1638,126,1753,127
length_stress_120,1,en,long,21,patient,1582,59,1641,121,1757,122
length_stress_120,1,en,long,22,patient,1578,59,1637,121,1753,122
length_stress_120,1,en,long,23,patient,1573,59,1632,126,1748,127
length_stress_120,1,en,long,24,patient,1581,59,1640,124,1757,126
length_stress_120,1,en,long,25,patient,1584,59,1643,126,1762,127
length_stress_120,1,en,long,26,patient,1591,59,1650,126,1770,126
length_stress_120,1,en,long,27,patient,1590,59,1649,120,1768,120
length_stress_120,1,en,long,28,patient,1589,59,1648,120,1766,120
length_stress_120,1,en,long,29,patient,1586,59,1645,123,1762,123
length_stress_120,1,en,long,30,patient,1583,59,1642,126,1758,127
length_stress_120,1,en,long,31,patient,1585,59,1644,124,1759,126
length_stress_120,1,en,long,32,patient,1583,59,1642,124,1758,126
length_stress_120,1,en,long,33,patient,1583,59,1642,126,1760,127
length_stress_120,1,en,long,34,patient,1592,59,1651,126,1770,126
length_stress_120,1,en,long,35,patient,1602,59,1661,126,1780,127
length_stress_120,1,en,long,36,patient,1607,59,1666,121,1786,122
length_stress_120,1,en,long,37,patient,1604,59,1663,126,1783,128
length_stress_120,1,en,long,38,patient,1606,59,1665,124,1785,126
length_stress_120,1,en,long,39,patient,1607,59,1666,126,1786,127
length_stress_120,1,en,long,40,patient,1605,59,1664,123,1784,123
length_stress_120,1,en,long,41,exam,1126,59,1185,33,1193,34
length_stress_120,1,en,long,42,exam,1049,59,1108,26,1116,27
length_stress_120,1,en,long,43,exam,931,59,990,13,998,14
length_stress_120,1,en,long,44,exam,834,59,893,25,900,26
length_stress_120,1,en,long,45,exam,1089,43,1132,14,1246,15
length_stress_120,1,en,long,46,unrecorded_lab,60,11,71,13,71,13
length_stress_120,1,en,long,47,unrecorded_lab,59,11,70,13,71,13
length_stress_120,1,en,long,48,unrecorded_lab,60,11,71,13,71,13
